"model_name","net_weights","error_value","checksum","repo_release_tag","model_caption","arxiv_paper","test_dataset","img_size","img_scale","test_batch","remark"
"bam_resnet50",25915099,0547,"a04adf3c93f56836509f66668aa90360c9688eb8","v0.0.499","BAM-ResNet-50","1807.06514","in1k",224,0.875,200,NA
"bam_resnet101",44907227,NA,NA,NA,"BAM-ResNet-101","1807.06514","in1k",224,0.875,200,NA
"bam_resnet152",60550875,NA,NA,NA,"BAM-ResNet-152","1807.06514","in1k",224,0.875,200,NA
"cbam_resnet18",11779392,NA,NA,NA,"CBAM-ResNet-18","1807.06521","in1k",224,0.875,200,NA
"cbam_resnet34",21960468,NA,NA,NA,"CBAM-ResNet-34","1807.06521","in1k",224,0.875,200,NA
"cbam_resnet50",28089624,0505,"d8cf8488efb97afecd6b3287a3ca9fa093fc3127","v0.0.537","CBAM-ResNet-50","1807.06521","in1k",224,0.875,200,NA
"cbam_resnet101",49330172,NA,NA,NA,"CBAM-ResNet-101","1807.06521","in1k",224,0.875,200,NA
"cbam_resnet152",66826848,NA,NA,NA,"CBAM-ResNet-152","1807.06521","in1k",224,0.875,200,NA
"scnet50",25564584,0547,"18741240886d8e260c228027f3ac44fc1c741f90","v0.0.493","SCNet-50",NA,"in1k",224,0.875,200,NA
"scnet101",44565416,0484,"13801569a6e07724ebc998d3face11c9b867288b","v0.0.507","SCNet-101",NA,"in1k",224,0.875,200,NA
"scneta50",25583816,0468,"eb3c25d6c9c8b6c0815a724d798b9b5a2b27ce34","v0.0.472","SCNet(A)-50",NA,"in1k",224,0.875,200,"[MCG-NKU/SCNet]"
"scneta101",44689192,NA,NA,NA,"SCNet(A)-101",NA,"in1k",224,0.875,200,NA
"regnetx002",2684792,1066,"e389d6ce5846b65a5859152243d821308252e202","v0.0.475","RegNetX-200MF",NA,"in1k",224,0.875,200,NA
"regnetx004",5157512,0866,"9584cc0b8e461f624b3050a59bb36b15e04df980","v0.0.479","RegNetX-400MF",NA,"in1k",224,0.875,200,NA
"regnetx006",6196040,0791,"30ca597ae0506cb588a7fd8d2fecc4be8402b0cf","v0.0.482","RegNetX-600MF",NA,"in1k",224,0.875,200,NA
"regnetx008",7259656,0740,"157abf5e7c9244a482bf7655e75bfaea143b4d61","v0.0.482","RegNetX-800MF",NA,"in1k",224,0.875,200,NA
"regnetx016",9190136,0637,"6de8a97b67a34be6e9acc234261f051da1b9444a","v0.0.486","RegNetX-1.6GF",NA,"in1k",224,0.875,200,NA
"regnetx032",15296552,0592,"75dc82ab5cbc1b715444b8336b5178580bd6d7d9","v0.0.492","RegNetX-3.2GF",NA,"in1k",224,0.875,200,NA
"regnetx040",22118248,0488,"b891108c3dd4594ae0d6ecb91ad7be3d2d96878d","v0.0.495","RegNetX-4.0GF",NA,"in1k",224,0.875,200,NA
"regnetx064",26209256,0468,"bea758f904ea74e88b85040221f024c8553cf8f8","v0.0.535","RegNetX-6.4GF",NA,"in1k",224,0.875,200,NA
"regnetx080",39572648,0486,"1d94db030638ab1dd01c644be700a14e5d05ca74","v0.0.515","RegNetX-8.0GF",NA,"in1k",224,0.875,200,NA
"regnetx120",46106056,0532,"a93ee3a7abdd3b6b1d117861d02fc7a344185458","v0.0.542","RegNetX-12GF",NA,"in1k",224,0.875,200,NA
"regnetx160",54278536,0477,"bd9f3534c727d3e69c410b1909253cce4815385e","v0.0.532","RegNetX-16GF",NA,"in1k",224,0.875,200,NA
"regnetx320",107811560,0413,"34bc3cd236481d9b96d3405f58855c7582270583","v0.0.548","RegNetX-32GF",NA,"in1k",224,0.875,200,NA
"regnety002",3162996,0980,"57f04168f284797b799d624d906f5d38dcf23177","v0.0.476","RegNetY-200MF",NA,"in1k",224,0.875,200,NA
"regnety004",4344144,0769,"8c36573f17d3ef2ab8770be2593e94d714b035d7","v0.0.481","RegNetY-400MF",NA,"in1k",224,0.875,200,NA
"regnety006",6055160,0712,"d6401a374a2c35ed1b2ac29a885438834c38cd0a","v0.0.483","RegNetY-600MF",NA,"in1k",224,0.875,200,NA
"regnety008",6263168,0660,"ed298c233ef1ce2e3f82a6d23be1eebd43afdd75","v0.0.483","RegNetY-800MF",NA,"in1k",224,0.875,200,NA
"regnety016",11202430,0581,"b45eccd6d1a80dc6e5608abd89c79db7547f2735","v0.0.486","RegNetY-1.6GF",NA,"in1k",224,0.875,200,NA
"regnety032",19436338,0404,"cb3314864b68dfd2e0037928a3b635c81f86ccb2","v0.0.473","RegNetY-3.2GF",NA,"in1k",224,0.875,200,"[rwightman/pyt...models]"
"regnety040",20646656,0470,"052d76810aca2267e217a219d600299acc171c40","v0.0.494","RegNetY-4.0GF",NA,"in1k",224,0.875,200,NA
"regnety064",30583252,0456,"bff39135d55313cb424adeb8bb4b22db7fea09ba","v0.0.513","RegNetY-6.4GF",NA,"in1k",224,0.875,200,NA
"regnety080",39180068,0448,"c084bf6a0ee2f7722396622fb7865ee0c19b7244","v0.0.516","RegNetY-8.0GF",NA,"in1k",224,0.875,200,NA
"regnety120",51822544,0442,"bf25956032eb6d98134a8e8b0e4640324cc92e59","v0.0.526","RegNetY-12GF",NA,"in1k",224,0.875,200,NA
"regnety160",83590140,0444,"e7e05d91c588a308e1676163fd3ed914b61ab12e","v0.0.527","RegNetY-16GF",NA,"in1k",224,0.875,200,NA
"regnety320",145046770,0383,"a8b16205af3911b14f2fb3ca7cf55529a94fa52f","v0.0.550","RegNetY-32GF",NA,"in1k",224,0.875,200,NA
"pyramidnet101_a360",42455070,0543,"7f1747f84b83b504ece3eb2bc3924d36343358ad","v0.0.507","PyramidNet-101 (a=360)","1610.02915","in1k",224,0.875,200,NA
"diracnet18v2",11511784,1170,"e06737707a1f5a5c7fe4e57da92ed890b034cb9a","v0.0.111","DiracNetV2-18","1706.00388","in1k",224,0.875,200,"[szagoruyko/diracnets]"
"diracnet34v2",21616232,0993,"a6a661c0c3e96af320e5b9bf65a6c8e5e498a474","v0.0.111","DiracNetV2-34","1706.00388","in1k",224,0.875,200,"[szagoruyko/diracnets]"
"densenet121",7978856,0704,"cf90d1394d197fde953f57576403950345bd0a66","v0.0.314","DenseNet-121","1608.06993","in1k",224,0.875,200,NA
"densenet161",28681000,0606,"da489277afe7f53048ec15bed7919486e22f1afa","v0.0.432","DenseNet-161","1608.06993","in1k",224,0.875,200,NA
"densenet169",14149480,0629,"44974a17309bb378e97c8f70f96f961ffbf9458d","v0.0.406","DenseNet-169","1608.06993","in1k",224,0.875,200,NA
"densenet201",20013928,0612,"6adc8625a4afa53e335272bab01b4908a0ca3f00","v0.0.426","DenseNet-201","1608.06993","in1k",224,0.875,200,NA
"condensenet74_c4_g4",4773944,0828,"5ba550494cae7081d12c14b02b2a02365539d377","v0.0.4","CondenseNet-74 (C=G=4)","1711.09224","in1k",224,0.875,200,"[ShichenLiu/CondenseNet]"
"condensenet74_c8_g8",2935416,1006,"3574d874fefc3307f241690bad51f20e61be1542","v0.0.4","CondenseNet-74 (C=G=8)","1711.09224","in1k",224,0.875,200,"[ShichenLiu/CondenseNet]"
"peleenet",2802248,1004,"5107a95d09d062cb152986169aa5b6f8f08afa47","v0.0.496","PeleeNet","1804.06882","in1k",224,0.875,200,NA
"wrn50_2",68849128,0626,"1e67b96cbfabe9a3717a8257ac8bf9d6ebc9d2cf","v0.0.520","WRN-50-2","1605.07146","in1k",224,0.875,200,NA
"drnc26",21126584,0723,"e7306483781db61f71302eda6769d7d9fd126bf6","v0.0.508","DRN-C-26","1705.09914","in1k",224,0.875,200,NA
"drnc42",31234744,0628,"8817241f62263c6375ff3c17a9d34f42067a114d","v0.0.556","DRN-C-42","1705.09914","in1k",224,0.875,200,NA
"drnc58",40542008,0527,"3f74be98f80db3273ed764ded5bcb5d8bdf0b907","v0.0.559","DRN-C-58","1705.09914","in1k",224,0.875,200,NA
"drnd22",16393752,0758,"02cb44bdea9b05e988e65576f79f5f5c133f2664","v0.0.498","DRN-D-22","1705.09914","in1k",224,0.875,200,NA
"drnd38",26501912,0643,"496f648b8b8427050ad3327077f9a9b7a07fbcc6","v0.0.552","DRN-D-38","1705.09914","in1k",224,0.875,200,NA
"drnd54",35809176,0517,"caa3c85dbdb39397f049da649d196b15704427b3","v0.0.554","DRN-D-54","1705.09914","in1k",224,0.875,200,NA
"drnd105",54801304,0501,"8dc6aa76c16cb1964929adf53183d1e0324ae051","v0.0.564","DRN-D-105","1705.09914","in1k",224,0.875,200,NA
"dpn68",12611602,0679,"a33c98c783cbf93cca4cc9ce1584da50a6b12077","v0.0.310","DPN-68","1707.01629","in1k",224,0.875,200,NA
"dpn68b",12611602,NA,NA,NA,"DPN-68b","1707.01629","in1k",224,0.875,200,NA
"dpn98",61570728,0430,"50ff8ef6cc0a11461dfd7168c291e2fce4382d24","v0.0.540","DPN-98","1707.01629","in1k",224,0.875,200,NA
"dpn107",86917800,NA,NA,NA,"DPN-107","1707.01629","in1k",224,0.875,200,NA
"dpn131",79254504,0503,"1765c5eec6e62bfe03cd25e1b31225b827cc9636","v0.0.534","DPN-131","1707.01629","in1k",224,0.875,200,NA
"darknet_tiny",1042104,1784,"4561e1ada619e33520d1f765b3321f7f8ea6196b","v0.0.69","DarkNet Tiny",NA,"in1k",224,0.875,200,NA
"darknet_ref",7319416,1718,"034595b49113ee23de72e36f7d8a3dbb594615f6","v0.0.64","DarkNet Ref",NA,"in1k",224,0.875,200,NA
"darknet19",20842376,NA,NA,NA,"DarkNet-19",NA,"in1k",224,0.875,200,NA
"darknet53",41609928,0558,"8be575a04c1789c16b7fa6835919461bb5b174d1","v0.0.501","DarkNet-53","1804.02767","in1k",224,0.875,200,NA
"irevnet301",125120356,0752,"d378865f937472907a78b9832c46ec7fe8893fdc","v0.0.564","i-RevNet-301","1802.07088","in1k",224,0.875,200,"[jhjacobsen/pytorch-i-revnet]"
"bagnet9",15688744,2576,"36d935e1ec250208f585a1a53b65c79ddc11d7cd","v0.0.553","BagNet-9",NA,"in1k",224,0.875,200,NA
"bagnet17",16213032,1551,"04da269cb4db817fa8750c2605e4fe7e6c0250ed","v0.0.558","BagNet-17",NA,"in1k",224,0.875,200,NA
"bagnet33",18310184,1070,"7d16b6f4190ed5ce3f4f26373d60b51cdc5d4cd9","v0.0.561","BagNet-33",NA,"in1k",224,0.875,200,NA
"dla34",15742104,0724,"649c67e61942283abe7f6a798fb9fcae346e5a5d","v0.0.486","DLA-34","1707.06484","in1k",224,0.875,200,NA
"dla46c",1301400,1323,"efcd363642a4b479892f47edae7440f0eea05edb","v0.0.282","DLA-46-C","1707.06484","in1k",224,0.875,200,NA
"dla46xc",1068440,1269,"00d3754ad0ff22636bb1f4b4fb8baebf4751a1ee","v0.0.293","DLA-X-46-C","1707.06484","in1k",224,0.875,200,NA
"dla60",22036632,0570,"f8ea80aa6155591c1082b3caaa0815d164ae2259","v0.0.494","DLA-60","1707.06484","in1k",224,0.875,200,NA
"dla60x",17352344,0575,"fae6dc6d434d4cf0b52e5d4b3da13b5230d08c02","v0.0.493","DLA-X-60","1707.06484","in1k",224,0.875,200,NA
"dla60xc",1319832,1091,"0f6381f335e5bbb4c69b360be61a4a08e5c7a9de","v0.0.289","DLA-X-60-C","1707.06484","in1k",224,0.875,200,NA
"dla102",33268888,0537,"fdabf0c31bd2e359ee9a8374b6a42d1396093cf1","v0.0.505","DLA-102","1707.06484","in1k",224,0.875,200,NA
"dla102x",26309272,0488,"b1727759bba2394891f74481ceb91a603f0b4c8e","v0.0.528","DLA-X-102","1707.06484","in1k",224,0.875,200,NA
"dla102x2",41282200,0437,"8922a4575b1e4bdd30acd084a5b6ec1f972ec82d","v0.0.542","DLA-X2-102","1707.06484","in1k",224,0.875,200,NA
"dla169",53389720,0471,"402f95f01800539345428ec17e32d033886452c1","v0.0.539","DLA-169","1707.06484","in1k",224,0.875,200,NA
"fishnet99",16628904,NA,NA,NA,"FishNet-99",NA,"in1k",224,0.875,200,NA
"fishnet150",24959400,0475,"93e26daaf570bc92b58f7421ab28c22ca405ad93","v0.0.502","FishNet-150",NA,"in1k",224,0.875,200,NA
"espnetv2_wd2",1241092,2015,"d234781f81e5d1b5ae6070fc851e3f7bb860b9fd","v0.0.238","ESPNetv2 x0.5","1811.11431","in1k",224,0.875,200,"[sacmehta/ESPNetv2]"
"espnetv2_w1",1669592,1345,"550d54229d7fd8f7c090601c2123ab3ca106393b","v0.0.238","ESPNetv2 x1.0","1811.11431","in1k",224,0.875,200,"[sacmehta/ESPNetv2]"
"espnetv2_w5d4",1964832,1218,"85d97b2b1c9ebb176f634949ef5ca6d7fe70f09c","v0.0.238","ESPNetv2 x1.25","1811.11431","in1k",224,0.875,200,"[sacmehta/ESPNetv2]"
"espnetv2_w3d2",2314120,1108,"40da2416923f5a79ae1001d2bbc9c7cbdf8c8d67","v0.0.566","ESPNetv2 x1.5","1811.11431","in1k",224,0.875,200,NA
"espnetv2_w2",3497144,0961,"13ba0f7200eb745bacdf692905fde711236448ef","v0.0.238","ESPNetv2 x2.0","1811.11431","in1k",224,0.875,200,"[sacmehta/ESPNetv2]"
"dicenet_wd5",1130704,2938,"2d721aa1795c7eb57dfabf73d17a416be64ae7fa","v0.0.497","DiCENet x0.2","1906.03516","in1k",224,0.875,200,"[sacmehta/EdgeNets]"
"dicenet_wd2",1214120,2258,"4f35289a84f31aece5747d01fa54779f7d9dd1db","v0.0.497","DiCENet x0.5","1906.03516","in1k",224,0.875,200,"[sacmehta/EdgeNets]"
"dicenet_w3d4",1495676,1574,"29d7d14f444f7cefa4d098f24bd171ad23249b1c","v0.0.497","DiCENet x0.75","1906.03516","in1k",224,0.875,200,"[sacmehta/EdgeNets]"
"dicenet_w1",1805604,1325,"d3648c4c3f0376c3b02ee1fdfdf683462317c77f","v0.0.497","DiCENet x1.0","1906.03516","in1k",224,0.875,200,"[sacmehta/EdgeNets]"
"dicenet_w5d4",2162888,1240,"8c4dd6f6be26e3c29012377e4b1bd88d5089977a","v0.0.497","DiCENet x1.25","1906.03516","in1k",224,0.875,200,"[sacmehta/EdgeNets]"
"dicenet_w3d2",2652200,1123,"e5c5db64a407bd9cd6567301b2d6477ea614dc87","v0.0.497","DiCENet x1.5","1906.03516","in1k",224,0.875,200,"[sacmehta/EdgeNets]"
"dicenet_w7d8",3264932,1062,"8b599d4697ce5f2c95f26104796c3089cff5f6c6","v0.0.497","DiCENet x1.75","1906.03516","in1k",224,0.875,200,"[sacmehta/EdgeNets]"
"dicenet_w2",3979044,0945,"5c48ba97187df4bbc9ca30071facd1728f8808ad","v0.0.569","DiCENet x2.0","1906.03516","in1k",224,0.875,200,NA
"hrnet_w18_small_v1",13187464,0901,"300230646c0796b7ba20954a9245803ecac4cdf0","v0.0.492","HRNet-W18 Small V1","1908.07919","in1k",224,0.875,200,NA
"hrnet_w18_small_v2",15597464,0618,"ef7b1fe4e206cadaad6a59faef1e0bc6104da825","v0.0.499","HRNet-W18 Small V2","1908.07919","in1k",224,0.875,200,NA
"hrnetv2_w18",21299004,0512,"9d2b7fbfb4a0efd878172ec8f81d517ba347a6a2","v0.0.508","HRNetV2-W18","1908.07919","in1k",224,0.875,200,NA
"hrnetv2_w30",37712220,0521,"73d7e48d2006d86c50d03ed24c92277b77fb5146","v0.0.525","HRNetV2-W30","1908.07919","in1k",224,0.875,200,NA
"hrnetv2_w32",41232680,0506,"4aaf8a212b65f4b97f572b6fbbda4fa63ad0954a","v0.0.528","HRNetV2-W32","1908.07919","in1k",224,0.875,200,NA
"hrnetv2_w40",57557160,0493,"6f6d22d3e778c9f80d83d73ecf114fa68784ca6f","v0.0.534","HRNetV2-W40","1908.07919","in1k",224,0.875,200,NA
"hrnetv2_w44",67064984,0501,"ec40e5455147db5a03aab423cac75b816030976d","v0.0.541","HRNetV2-W44","1908.07919","in1k",224,0.875,200,NA
"hrnetv2_w48",77469864,0500,"0554b840b6f3f87403433595d946170d91d15334","v0.0.541","HRNetV2-W48","1908.07919","in1k",224,0.875,200,NA
"hrnetv2_w64",128059944,0487,"108e78b1f2eedcf705bcce55e286969861f67cf8","v0.0.543","HRNetV2-W64","1908.07919","in1k",224,0.875,200,NA
"vovnet27s",3525736,0997,"b7a5bf677bd3431bbed44b439fde7a01d699ace1","v0.0.551","VoVNet-27-slim","1904.0973","in1k",224,0.875,200,NA
"vovnet39",22600296,0564,"63bfa613870b37bd4fb5b71412e7875392aa4f66","v0.0.493","VoVNet-39","1904.0973","in1k",224,0.875,200,NA
"vovnet57",36640296,0518,"c080e47169a176043f298b1e909ddd8776d5aa76","v0.0.505","VoVNet-57","1904.0973","in1k",224,0.875,200,NA
"selecsls42",30354952,NA,NA,NA,"SelecSLS-42","1907.00837","in1k",224,0.875,200,NA
"selecsls42b",32458248,0611,"acff1e8b36428719059eec4b60c7b2c045a54d8e","v0.0.493","SelecSLS-42b","1907.00837","in1k",224,0.875,200,NA
"selecsls60",30670768,0529,"1e1b05bc1432fe7c4a8bac26278c16f7486a498f","v0.0.496","SelecSLS-60","1907.00837","in1k",224,0.875,200,NA
"selecsls60b",32774064,0559,"a0e7b4effe66dc58c76d22a7647dfce7f3639c33","v0.0.495","SelecSLS-60b","1907.00837","in1k",224,0.875,200,NA
"selecsls84",50954600,NA,NA,NA,"SelecSLS-84","1907.00837","in1k",224,0.875,200,NA
"hardnet39ds",3488228,0881,"ea47fc939a130a70c5fa3326c3af6ba049a99f92","v0.0.485","HarDNet-39DS","1909.00948","in1k",224,0.875,200,NA
"hardnet68ds",4180602,0756,"e0da07508c1eb92fee49df42243836892fe2f4c8","v0.0.487","HarDNet-68DS","1909.00948","in1k",224,0.875,200,NA
"hardnet68",17565348,0699,"2e207f79a1995f5f30d5b9fca3391bb8e7b8594f","v0.0.435","HarDNet-68","1909.00948","in1k",224,0.875,200,"[PingoLH/Pytorch-HarDNet]"
"hardnet85",36670212,0586,"39d80e9361844e8ba02b08e93a7440eac14d2eda","v0.0.495","HarDNet-85","1909.00948","in1k",224,0.875,200,NA
"squeezenet_v1_0",1248424,1766,"afdbcf1aef39237300656d2c5a7dba19230e29fc","v0.0.128","SqueezeNet v1.0","1602.0736","in1k",224,0.875,200,NA
"squeezenet_v1_1",1235496,1772,"25b77bc39e35612abbe7c2344d2c3e1e6756c2f8","v0.0.88","SqueezeNet v1.1","1602.0736","in1k",224,0.875,200,NA
"squeezeresnet_v1_0",1248424,1809,"25bfc02edeffb279010242614e7d73bbeacc0170","v0.0.178","SqueezeResNet v1.0","1602.0736","in1k",224,0.875,200,NA
"squeezeresnet_v1_1",1235496,1821,"c27ed88f1b19eb233d3925efc71c71d25e4c434e","v0.0.70","SqueezeResNet v1.1","1602.0736","in1k",224,0.875,200,NA
"sqnxt23_w1",724056,1906,"97b74e0c4d6bf9fc939771d94b2f6dd97de34024","v0.0.171","1.0-SqNxt-23","1803.10615","in1k",224,0.875,200,NA
"sqnxt23v5_w1",921816,1785,"2fe3ad67d73313193a77690b10c17cbceef92340","v0.0.172","1.0-SqNxt-23v5","1803.10615","in1k",224,0.875,200,NA
"sqnxt23_w3d2",1511824,1350,"c2f21bce669dbe50fba544bcc39bc1302f63e1e8","v0.0.210","1.5-SqNxt-23","1803.10615","in1k",224,0.875,200,NA
"sqnxt23v5_w3d2",1953616,1301,"c244844ba2f02dadd350dddd74e21360b452f9dd","v0.0.212","1.5-SqNxt-23v5","1803.10615","in1k",224,0.875,200,NA
"sqnxt23_w2",2583752,1100,"b9bb7302824f89f16e078f0a506e3a8c0ad9c74e","v0.0.240","2.0-SqNxt-23","1803.10615","in1k",224,0.875,200,NA
"sqnxt23v5_w2",3366344,1066,"229b0d3de06197e399eeebf42dc826b78f0aba86","v0.0.216","2.0-SqNxt-23v5","1803.10615","in1k",224,0.875,200,NA
"shufflenet_g1_wd4",209746,3729,"47dbd0f279da6d3056079bb79ad39cabbb3b9415","v0.0.134","ShuffleNet x0.25 (g=1)","1707.01083","in1k",224,0.875,200,NA
"shufflenet_g3_wd4",305902,3653,"6abdd65e087e71f80345415cdf7ada6ed2762d60","v0.0.135","ShuffleNet x0.25 (g=3)","1707.01083","in1k",224,0.875,200,NA
"shufflenet_g1_wd2",534484,2261,"dae4bdadd7d48bee791dff2a08cd697cff0e9320","v0.0.174","ShuffleNet x0.5 (g=1)","1707.01083","in1k",224,0.875,200,NA
"shufflenet_g3_wd2",718324,2080,"ccaacfc8d9ac112c6143269df6e258fd55b662a7","v0.0.167","ShuffleNet x0.5 (g=3)","1707.01083","in1k",224,0.875,200,NA
"shufflenet_g1_w3d4",975214,1711,"161cd24aa0b2e2afadafa69b44a28af222f2ec7a","v0.0.218","ShuffleNet x0.75 (g=1)","1707.01083","in1k",224,0.875,200,NA
"shufflenet_g3_w3d4",1238266,1650,"3f3b0aef0ce3174c78ff42cf6910c6e34540fc41","v0.0.219","ShuffleNet x0.75 (g=3)","1707.01083","in1k",224,0.875,200,NA
"shufflenet_g1_w1",1531936,1389,"4cfb65a30761fe548e0b5afbb5d89793ec41e4e9","v0.0.223","ShuffleNet x1.0 (g=1)","1707.01083","in1k",224,0.875,200,NA
"shufflenet_g2_w1",1733848,1363,"07256203e217a7b31f1c69a5bd38a6674bce75bc","v0.0.241","ShuffleNet x1.0 (g=2)","1707.01083","in1k",224,0.875,200,NA
"shufflenet_g3_w1",1865728,1348,"ce54f64ecff87556a4303380f46abaaf649eb308","v0.0.244","ShuffleNet x1.0 (g=3)","1707.01083","in1k",224,0.875,200,NA
"shufflenet_g4_w1",1968344,1335,"e2415f8270a4b6cbfe7dc97044d497edbc898577","v0.0.245","ShuffleNet x1.0 (g=4)","1707.01083","in1k",224,0.875,200,NA
"shufflenet_g8_w1",2434768,1342,"9a979b365424addba75c559a61a77ac7154b26eb","v0.0.250","ShuffleNet x1.0 (g=8)","1707.01083","in1k",224,0.875,200,NA
"shufflenetv2_wd2",1366792,1865,"9c22238b5fa9c09541564e8ed7f357a5f7e8cd7c","v0.0.90","ShuffleNetV2 x0.5","1807.11164","in1k",224,0.875,200,NA
"shufflenetv2_w1",2278604,1163,"c71dfb7a814c8d8ef704bdbd80995e9ea49ff4ff","v0.0.133","ShuffleNetV2 x1.0","1807.11164","in1k",224,0.875,200,NA
"shufflenetv2_w3d2",4406098,0942,"26a9230405d956643dcd563a5a383844c49b5907","v0.0.288","ShuffleNetV2 x1.5","1807.11164","in1k",224,0.875,200,NA
"shufflenetv2_w2",7601686,0845,"337255f6ad40a93c2f23fc593bad4b2755a327fa","v0.0.301","ShuffleNetV2 x2.0","1807.11164","in1k",224,0.875,200,NA
