"model_name","net_weights","error_value","checksum","repo_release_tag","model_caption","arxiv_paper","test_dataset","img_size","img_scale","test_batch","remark"
"preresnet110_cifar10",1730522,0386,"cc08946a2126a1224d1d2560a47cf766a763c52c","v0.0.164",NA,NA,"cf",NA,NA,NA,NA
"preresnet110_cifar100",1736372,2267,"3954e91581b7f3e5f689385d15f618fe16e995af","v0.0.191",NA,NA,"cf",NA,NA,NA,NA
"preresnet110_svhn",1730522,0279,"aa49e0a3c4a918e227ca2d5a5608704f026134c3","v0.0.269",NA,NA,"cf",NA,NA,NA,NA
"preresnet164bn_cifar10",1703258,0364,"429012d412e82df7961fa071f97c938530e1b005","v0.0.196",NA,NA,"cf",NA,NA,NA,NA
"preresnet164bn_cifar100",1726388,2018,"a8e67ca6e14f88b009d618b0e9b554312d862174","v0.0.192",NA,NA,"cf",NA,NA,NA,NA
"preresnet164bn_svhn",1703258,0258,"94d42de440d5f057a38f4c8cdbdb24acfee3981c","v0.0.269",NA,NA,"cf",NA,NA,NA,NA
"preresnet272bn_cifar10",2816090,0325,"1a6a016eb4e4a5549c1fcb89ed5af4c1e5715b72","v0.0.389",NA,NA,"cf",NA,NA,NA,NA
"preresnet272bn_cifar100",2839220,1963,"6fe0d2e24a60d12ab6b3d0e46065e2f14a46bc0b","v0.0.389",NA,NA,"cf",NA,NA,NA,NA
"preresnet272bn_svhn",2816090,0234,"c04ef5c20a53f76824339fe75185d181be4bce61","v0.0.389",NA,NA,"cf",NA,NA,NA,NA
"preresnet542bn_cifar10",5598170,0314,"66fd6f2033dff08428e586bcce3e5151ed4274f9","v0.0.391",NA,NA,"cf",NA,NA,NA,NA
"preresnet542bn_cifar100",5621300,1871,"07f1fb258207d295789981519e8dab892fc08f8d","v0.0.391",NA,NA,"cf",NA,NA,NA,NA
"preresnet542bn_svhn",5598170,0236,"6bdf92368873ce1288526dc405f15e689a1d3117","v0.0.391",NA,NA,"cf",NA,NA,NA,NA
"preresnet1001_cifar10",10327706,0265,"9fedfe5fd643e7355f1062a6db68da310c8962be","v0.0.209",NA,NA,"cf",NA,NA,NA,NA
"preresnet1001_cifar100",10350836,1841,"88f14ed9df1573e98b0ec2a07009a15066855fda","v0.0.283",NA,NA,"cf",NA,NA,NA,NA
"preresnet1001_svhn",10327706,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"preresnet1202_cifar10",19423834,0339,"6fc686b02191226f39e25a76fc5da26857f7acd9","v0.0.246",NA,NA,"cf",NA,NA,NA,NA
"preresnet1202_cifar100",19429684,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"preresnet1202_svhn",19423834,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"resnext20_16x4d_cifar10",1995082,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"resnext20_16x4d_cifar100",2087332,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"resnext20_16x4d_svhn",1995082,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"resnext20_32x2d_cifar10",1946698,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"resnext20_32x2d_cifar100",2038948,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"resnext20_32x2d_svhn",1946698,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"resnext20_32x4d_cifar10",3295562,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"resnext20_32x4d_cifar100",3387812,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"resnext20_32x4d_svhn",3295562,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"resnext29_32x4d_cifar10",4775754,0315,"30413525cd4466dbef759294eda9b702bc39648f","v0.0.169",NA,NA,"cf",NA,NA,NA,NA
"resnext29_32x4d_cifar100",4868004,1950,"13ba13d92f6751022549a3b370ae86d3b13ae2d1","v0.0.200",NA,NA,"cf",NA,NA,NA,NA
"resnext29_32x4d_svhn",4775754,0280,"e85c5217944cdfafb0a538dd7cc817cffaada7c4","v0.0.275",NA,NA,"cf",NA,NA,NA,NA
"resnext29_16x64d_cifar10",68155210,0241,"4133d3d04f9b10b132dcb959601d36f10123f8c2","v0.0.176",NA,NA,"cf",NA,NA,NA,NA
"resnext29_16x64d_cifar100",68247460,1693,"05e9a7f113099a98b219cad622ecfad5517a3b54","v0.0.322",NA,NA,"cf",NA,NA,NA,NA
"resnext29_16x64d_svhn",68155210,0268,"74332b714cd278bfca3f09dafe2a9d117510e9a4","v0.0.358",NA,NA,"cf",NA,NA,NA,NA
"resnext272_1x64d_cifar10",44540746,0255,"070ccc35c2841b7715b9eb271197c9bb316f3093","v0.0.372",NA,NA,"cf",NA,NA,NA,NA
"resnext272_1x64d_cifar100",44632996,1911,"114eb0f8a0d471487e819b8fd156c1286ef91b7a","v0.0.372",NA,NA,"cf",NA,NA,NA,NA
"resnext272_1x64d_svhn",44540746,0235,"ab0448469bbd7d476f8bed1bf86403304b028e7c","v0.0.372",NA,NA,"cf",NA,NA,NA,NA
"resnext272_2x32d_cifar10",32928586,0274,"d2ace03c413be7e42c839c84db8dd0ebb5d69512","v0.0.375",NA,NA,"cf",NA,NA,NA,NA
"resnext272_2x32d_cifar100",33020836,1834,"0b30c4701a719995412882409339f3553a54c9d1","v0.0.375",NA,NA,"cf",NA,NA,NA,NA
"resnext272_2x32d_svhn",32928586,0244,"39b8a33612d335a0193b867b38c0b09d168de6c3","v0.0.375",NA,NA,"cf",NA,NA,NA,NA
"seresnet20_cifar10",274847,0601,"935d89433e803c8a3027c81f1267401e7caccce6","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet20_cifar100",280697,2854,"8c7abf66d8c1418cb3ca760f5d1efbb42738036b","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet20_svhn",274847,0323,"d77df31c62d1504209a5ba47e59ccb0ae84500b2","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet56_cifar10",862889,0413,"b61c143989cb2901bec48dded4c6ddcae91aabc4","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet56_cifar100",868739,2294,"7fa54f4593f364c2363cb3ee8d5bc1285af1ade5","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet56_svhn",862889,0264,"93839c762a97bd0b5bd27c71fd64c227afdae3ed","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet110_cifar10",1744952,0363,"1ddec2309ff61c2c0e14c96d51a1b846afdc2acc","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet110_cifar100",1750802,2086,"a82c30938028a172dd6a124152bc0952b55a2f49","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet110_svhn",1744952,0235,"9572ba7394c774b8d056b24a7631ef47e53024b8","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet164bn_cifar10",1906258,0339,"1085dab6467cb18e554123663816094f080fc626","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet164bn_cifar100",1929388,1995,"97dd4ab630f6277cf7b07cbdcbf4ae8ddce4d401","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet164bn_svhn",1906258,0245,"af0a90a50fb3c91eef039178a681e69aae703f3a","v0.0.362",NA,NA,"cf",NA,NA,NA,NA
"seresnet272bn_cifar10",3153826,0339,"812db5187bab9aa5203611c1c174d0e51c81761c","v0.0.390",NA,NA,"cf",NA,NA,NA,NA
"seresnet272bn_cifar100",3176956,1907,"179e1c38ba714e1babf6c764ca735f256d4cd122","v0.0.390",NA,NA,"cf",NA,NA,NA,NA
"seresnet272bn_svhn",3153826,0238,"0e16badab35b483b1a1b0e7ea2a615de714f7424","v0.0.390",NA,NA,"cf",NA,NA,NA,NA
"seresnet542bn_cifar10",6272746,0347,"d1542214765f1923f2fdce810aef5dc2e523ffd2","v0.0.385",NA,NA,"cf",NA,NA,NA,NA
"seresnet542bn_cifar100",6295876,1887,"9c4e7623dc06a56edabf04f4427286916843df85","v0.0.385",NA,NA,"cf",NA,NA,NA,NA
"seresnet542bn_svhn",6272746,0226,"71a8f2986cbc1146f9a41d1a08ecba52649b8efd","v0.0.385",NA,NA,"cf",NA,NA,NA,NA
"seresnet1001_cifar10",11574910,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"seresnet1001_cifar100",11598040,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"seresnet1001_svhn",11574910,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"seresnet1202_cifar10",19582226,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"seresnet1202_cifar100",19588076,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"seresnet1202_svhn",19582226,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"sepreresnet20_cifar10",274559,0618,"eabb3fce8373cbeb412ced9a79a1e2f9c6c3689c","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet20_cifar100",280409,2831,"fe7558e0ae554d39d8761f234e8328262ee31efd","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet20_svhn",274559,0324,"061daa587dd483744d5b60d2fd3b2750130dd8a1","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet56_cifar10",862601,0451,"fc23e153ccfaddd52de61d77570a0befeee1e687","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet56_cifar100",868451,2305,"c4bdc5d7bbaa0d9f6e2ffdf2abe4808ad26d0f66","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet56_svhn",862601,0271,"c91e922f1b3d0ea634db8e467e9ab4a6b8dc7722","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet110_cifar10",1744664,0454,"418daea9d2253a3e9fbe4eb80eb4dcc6f29d5925","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet110_cifar100",1750514,2261,"ed7d3c3e51ed2ea9a827ed942e131c78784813b7","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet110_svhn",1744664,0259,"556909fd942d3a42e424215374b340680b705424","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet164bn_cifar10",1904882,0373,"ff353a2910f85db66d8afca0a4150176bcdc7a69","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet164bn_cifar100",1928012,2005,"df1163c4d9de72c53efc37758773cc943be7f055","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet164bn_svhn",1904882,0256,"f8dd4e06596841f0c7f9979fb566b9e57611522f","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet272bn_cifar10",3152450,0339,"606d096422394857cb1f45ecd7eed13508158a60","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet272bn_cifar100",3175580,1913,"cb71511346e441cbd36bacc93c821e8b6101456a","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet272bn_svhn",3152450,0249,"904d74a2622d870f8a2384f9e50a84276218acc3","v0.0.379",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet542bn_cifar10",6271370,0308,"652bc8846cfac7a2ec6625789531897339800202","v0.0.382",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet542bn_cifar100",6294500,1945,"9180f8632657bb8f7b6583e47d04ce85defa956c","v0.0.382",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet542bn_svhn",6271370,0247,"318a8325afbfbaa8a35d54cbd1fa7da668ef1389","v0.0.382",NA,NA,"cf",NA,NA,NA,NA
"sepreresnet1001_cifar10",11573534,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"sepreresnet1001_cifar100",11596664,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"sepreresnet1001_svhn",11573534,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"sepreresnet1202_cifar10",19581938,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"sepreresnet1202_cifar100",19587788,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"sepreresnet1202_svhn",19581938,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"pyramidnet110_a48_cifar10",1772706,0372,"eb185645cda89e0c3c47b11c4b2d14ff18fa0ae1","v0.0.184",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet110_a48_cifar100",1778556,2095,"95da1a209916b3cf4af7e8dc44374345a88c60f4","v0.0.186",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet110_a48_svhn",1772706,0247,"d48bafbebaabe9a68e5924571752b3d7cd95d311","v0.0.281",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet110_a84_cifar10",3904446,0298,"7b835a3cf19794478d478aced63ca9e855c3ffeb","v0.0.185",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet110_a84_cifar100",3913536,1887,"ff711084381f217f84646c676e4dcc90269dc516","v0.0.199",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet110_a84_svhn",3904446,0243,"971576c61cf30e02f13da616afc9848b2a609e0e","v0.0.392",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet110_a270_cifar10",28485477,0251,"31bdd9d51ec01388cbb2adfb9f822c942de3c4ff","v0.0.194",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet110_a270_cifar100",28511307,1710,"7417dd99069d6c8775454475968ae226b9d5ac83","v0.0.319",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet110_a270_svhn",28485477,0238,"3047a9bb7c92a09adf31590e3fe6c9bcd36c7a67","v0.0.393",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet164_a270_bn_cifar10",27216021,0242,"daa2a402c1081323b8f2239f2201246953774e84","v0.0.264",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet164_a270_bn_cifar100",27319071,1670,"54d99c834bee0ed7402ba46e749e48182ad1599a","v0.0.312",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet164_a270_bn_svhn",27216021,0233,"42d4c03374f32645924fc091d599ef7b913e2d32","v0.0.396",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet200_a240_bn_cifar10",26752702,0244,"44433afdd2bc32c55dfb1e8347bc44d1c2bf82c7","v0.0.268",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet200_a240_bn_cifar100",26844952,1609,"087c02d6882e274054f44482060f193b9fc208bb","v0.0.317",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet200_a240_bn_svhn",26752702,0232,"f9660c25f1bcff9d361aeca8fb3efaccdc0546e7","v0.0.397",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet236_a220_bn_cifar10",26969046,0247,"daa91d74979c451ecdd8b59e4350382966f25831","v0.0.285",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet236_a220_bn_cifar100",27054096,1634,"a45816ebe1d6a67468b78b7a93334a41aca1c64b","v0.0.312",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet236_a220_bn_svhn",26969046,0235,"f74fe248b6189699174c90bc21e7949d3cca8130","v0.0.398",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet272_a200_bn_cifar10",26210842,0239,"586b1ecdc8b34b69dcae4ba57f71c24583cca9b1","v0.0.284",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet272_a200_bn_cifar100",26288692,1619,"98bc2f48da0f2c68bc5376c17b0aefc734a64881","v0.0.312",NA,NA,"cf",NA,NA,NA,NA
"pyramidnet272_a200_bn_svhn",26210842,0240,"96f6e740dcdc917d776f6df855e3437c93d0da4f","v0.0.404",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k12_cifar10",599050,0561,"8b8e819467a2e4c450e4ff72ced80582d0628b68","v0.0.193",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k12_cifar100",622360,2490,"d182c224d6df2e289eef944d54fea9fd04890961","v0.0.195",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k12_svhn",599050,0305,"ac0de84a1a905b768c66f0360f1fb9bd918833bf","v0.0.278",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k12_bc_cifar10",176122,0643,"6dc86a2ea1d088f088462f5cbac06cc0f37348c0","v0.0.231",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k12_bc_cifar100",188092,2841,"1e9db7651a21e807c363c9f366bd9e91ce2f296f","v0.0.232",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k12_bc_svhn",176122,0320,"320760528b009864c68ff6c5b874e9f351ea7a07","v0.0.279",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k24_bc_cifar10",690346,0452,"669c525548a4a2392c5e3c380936ad019f2be7f9","v0.0.220",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k24_bc_cifar100",714196,2267,"411719c0177abf58eddaddd05511c86db0c9d548","v0.0.221",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k24_bc_svhn",690346,0290,"f4440d3b8c974c9e1014969f4d5832c6c90195d5","v0.0.280",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k36_bc_cifar10",1542682,0404,"b1a4cc7e67db1ed8c5583a59dc178cc7dc2c572e","v0.0.224",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k36_bc_cifar100",1578412,2050,"cde836fafec1e5d6c8ed69fd3cfe322e8e71ef1d","v0.0.225",NA,NA,"cf",NA,NA,NA,NA
"densenet40_k36_bc_svhn",1542682,0260,"8c7db0a291a0797a8bc3c709bff7917bc41471cc","v0.0.311",NA,NA,"cf",NA,NA,NA,NA
"densenet100_k12_cifar10",4068490,0366,"26089c6e70236e8f25359de6fda67b84425888ab","v0.0.205",NA,NA,"cf",NA,NA,NA,NA
"densenet100_k12_cifar100",4129600,1964,"5e10cd830c06f6ab178e9dd876c83c754ca63f00","v0.0.206",NA,NA,"cf",NA,NA,NA,NA
"densenet100_k12_svhn",4068490,0260,"57fde50e9f44edc0486b62a1144565bc77d5bdfe","v0.0.311",NA,NA,"cf",NA,NA,NA,NA
"densenet100_k24_cifar10",16114138,0313,"397f0e39b517c05330221d4f3a9755eb5e561be1","v0.0.252",NA,NA,"cf",NA,NA,NA,NA
"densenet100_k24_cifar100",16236268,1808,"1c0a8067283952709d8e09c774c3a404f51e0079","v0.0.318",NA,NA,"cf",NA,NA,NA,NA
"densenet100_k24_svhn",16114138,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"densenet100_k12_bc_cifar10",769162,0416,"b9232829b13c3f3f2ea15f4be97f500b7912c3c2","v0.0.189",NA,NA,"cf",NA,NA,NA,NA
"densenet100_k12_bc_cifar100",800032,2119,"05a6f02772afda51a612f5b92aadf19ffb60eb72","v0.0.208",NA,NA,"cf",NA,NA,NA,NA
"densenet100_k12_bc_svhn",769162,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"densenet190_k40_bc_cifar10",25624430,0252,"2896fa088aeaef36fcf395d404d97ff172d78943","v0.0.286",NA,NA,"cf",NA,NA,NA,NA
"densenet190_k40_bc_cifar100",25821620,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"densenet190_k40_bc_svhn",25624430,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"densenet250_k24_bc_cifar10",15324406,0267,"f8f9d3052bae1fea7e33bb1ce143c38b4aa5622b","v0.0.290",NA,NA,"cf",NA,NA,NA,NA
"densenet250_k24_bc_cifar100",15480556,1739,"09ac3e7d9fbe6b97b170bd838dac20ec144b4e49","v0.0.303",NA,NA,"cf",NA,NA,NA,NA
"densenet250_k24_bc_svhn",15324406,NA,NA,NA,NA,NA,"cf",NA,NA,NA,NA
"xdensenet40_2_k24_bc_cifar10",690346,0531,"b91a9dc35877c4285fe86f49953d1118f6b69e57","v0.0.226",NA,NA,"cf",NA,NA,NA,NA
"xdensenet40_2_k24_bc_cifar100",714196,2396,"0ce8f78ab9c6a4786829f816ae0615c7905f292c","v0.0.227",NA,NA,"cf",NA,NA,NA,NA
"xdensenet40_2_k24_bc_svhn",690346,0287,"fd9b6def10f154378a76383cf023d7f2f5ae02ab","v0.0.306",NA,NA,"cf",NA,NA,NA,NA
"xdensenet40_2_k36_bc_cifar10",1542682,0437,"ed264a2060836c7440f0ccde57315e1ec6263ff0","v0.0.233",NA,NA,"cf",NA,NA,NA,NA
"xdensenet40_2_k36_bc_cifar100",1578412,2165,"6f68f83dc31dea5237e6362e6c6cfeed48a8d9e3","v0.0.234",NA,NA,"cf",NA,NA,NA,NA
"xdensenet40_2_k36_bc_svhn",1542682,0274,"540a69f13a6ce70bfef13657e70dfa414d966581","v0.0.306",NA,NA,"cf",NA,NA,NA,NA
"wrn16_10_cifar10",17116634,0293,"ce810d8a17a2deb73eddb5bec8709f93278bc53e","v0.0.166",NA,NA,"cf",NA,NA,NA,NA
"wrn16_10_cifar100",17174324,1895,"bef9809c845deb1b2bb0c9aaaa7c58bd97740504","v0.0.204",NA,NA,"cf",NA,NA,NA,NA
"wrn16_10_svhn",17116634,0278,"5ab2a4edd5398a03d2e28db1b075bf0313ae5828","v0.0.271",NA,NA,"cf",NA,NA,NA,NA
"wrn28_10_cifar10",36479194,0239,"fe97dcd6d0dd8dda8e9e38e6cfa320cffb9955ce","v0.0.166",NA,NA,"cf",NA,NA,NA,NA
"wrn28_10_cifar100",36536884,1788,"8c3fe8185d3af9cc3813fe376cab895f6780ac18","v0.0.320",NA,NA,"cf",NA,NA,NA,NA
"wrn28_10_svhn",36479194,0271,"d62b6bbaef7228706a67c2c8416681f97c6d4688","v0.0.276",NA,NA,"cf",NA,NA,NA,NA
"wrn40_8_cifar10",35748314,0237,"8dc84ec730f35c4b8968a022bc045c0665410840","v0.0.166",NA,NA,"cf",NA,NA,NA,NA
"wrn40_8_cifar100",35794484,1803,"0d18bfbff85951d88a881dc6a15ad46f56ea8c28","v0.0.321",NA,NA,"cf",NA,NA,NA,NA
"wrn40_8_svhn",35748314,0254,"dee59602c10e5d56bd9c168e8e8400792b9a8b08","v0.0.277",NA,NA,"cf",NA,NA,NA,NA
"wrn20_10_1bit_cifar10",26737140,0326,"e6140f8a5eacd5227e8748457b5ee9f5f519d2d5","v0.0.302",NA,NA,"cf",NA,NA,NA,NA
"wrn20_10_1bit_cifar100",26794920,1904,"149860c829a812224dbf2086c8ce95c2eba322fe","v0.0.302",NA,NA,"cf",NA,NA,NA,NA
"wrn20_10_1bit_svhn",26737140,0273,"ffe96cb78cd304d5207fff0cf08835ba2a71f666","v0.0.302",NA,NA,"cf",NA,NA,NA,NA
"wrn20_10_32bit_cifar10",26737140,0314,"a18146e8b0f99a900c588eb8995547393c2d9d9e","v0.0.302",NA,NA,"cf",NA,NA,NA,NA
"wrn20_10_32bit_cifar100",26794920,1812,"70d8972c7455297bc21fdbe4fc040c2f6b3593a3","v0.0.302",NA,NA,"cf",NA,NA,NA,NA
"wrn20_10_32bit_svhn",26737140,0259,"ce402a58887cbae3a38da1e845a1c1479a6d7213","v0.0.302",NA,NA,"cf",NA,NA,NA,NA
"ror3_56_cifar10",762746,0543,"44f0f47d2e1b609880ee1b623014c52a9276e2ea","v0.0.228",NA,NA,"cf",NA,NA,NA,NA
"ror3_56_cifar100",768596,2549,"34be6719cd128cfe60ba93ac6d250ac4c1acf0a5","v0.0.229",NA,NA,"cf",NA,NA,NA,NA
"ror3_56_svhn",762746,0269,"5a9ad66c8747151be1d2fb9bc854ae382039bdb9","v0.0.287",NA,NA,"cf",NA,NA,NA,NA
"ror3_110_cifar10",1637690,0435,"fb2a2b0499e4a4d92bdc1d6792bd5572256d5165","v0.0.235",NA,NA,"cf",NA,NA,NA,NA
"ror3_110_cifar100",1643540,2364,"d599e3a93cd960c8bfc5d05c721cd48fece5fa6f","v0.0.236",NA,NA,"cf",NA,NA,NA,NA
"ror3_110_svhn",1637690,0257,"155380add8d351d2c12026d886a918f1fc3f9fd0","v0.0.287",NA,NA,"cf",NA,NA,NA,NA
"ror3_164_cifar10",2512634,0393,"de7b6dc60ad6a297bd55ab65b6d7b1225b0ef6d1","v0.0.294",NA,NA,"cf",NA,NA,NA,NA
"ror3_164_cifar100",2518484,2234,"d37483fccc7fc1a25ff90ef05ecf1b8eab3cc1c4","v0.0.294",NA,NA,"cf",NA,NA,NA,NA
"ror3_164_svhn",2512634,0273,"ff0d9af0d40ef204393ecc904b01a11aa63acc01","v0.0.294",NA,NA,"cf",NA,NA,NA,NA
"rir_cifar10",9492980,0328,"414c3e6088ae1e83aa1a77c43e38f940c18a0ce2","v0.0.292",NA,NA,"cf",NA,NA,NA,NA
"rir_cifar100",9527720,1923,"de8ec24a232b94be88f4208153441f66098a681c","v0.0.292",NA,NA,"cf",NA,NA,NA,NA
"rir_svhn",9492980,0268,"12fcbd3bfc6b4165e9b23f3339a1b751b4b8f681","v0.0.292",NA,NA,"cf",NA,NA,NA,NA
"shakeshakeresnet20_2x16d_cifar10",541082,0515,"ef71ec0d5ef928ef8654294114a013895abe3f9a","v0.0.215",NA,NA,"cf",NA,NA,NA,NA
